,drug_concept_id,ATC_1_id,ATC_1_name,ATC_2_id,ATC_2_name,ATC_3_id,ATC_3_name,ATC_4_id,ATC_4_name,ATC_5_id,ATC_5_name
702,926487,,,,,,,,,,
703,927478,,,,,,,,,,
704,19049228,,,,,,,,,,
705,932196,21600001,ALIMENTARY TRACT AND METABOLISM,21600127,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,21600482,PROPULSIVES,21600483,Propulsives,21600485,cisapride
706,40144024,21605007,RESPIRATORY SYSTEM,21603248,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,21603249,"ADRENERGICS, INHALANTS",21603255,Selective beta-2-adrenoreceptor agonists,21603266,salmeterol
707,1758392,21602795,ANTIINFECTIVES FOR SYSTEMIC USE,21603126,ANTIVIRALS FOR SYSTEMIC USE,21603127,DIRECT ACTING ANTIVIRALS,21603159,Nucleoside and nucleotide reverse transcriptase inhibitors,21603170,telbivudine
708,1758536,21602795,ANTIINFECTIVES FOR SYSTEMIC USE,21603126,ANTIVIRALS FOR SYSTEMIC USE,21603127,DIRECT ACTING ANTIVIRALS,21603172,Non-nucleoside reverse transcriptase inhibitors,21603176,etravirine
709,19003201,21605212,VARIOUS,21605372,CONTRAST MEDIA,21605373,"X-RAY CONTRAST MEDIA, IODINATED",21605385,"Watersoluble, nephrotropic, low osmolar X-ray contrast media",21605394,iodixanol
710,40140541,21601237,CARDIOVASCULAR SYSTEM,21601744,CALCIUM CHANNEL BLOCKERS,21601822,"ANGIOTENSIN II ANTAGONISTS, PLAIN",21601823,"Angiotensin II antagonists, plain",21601826,valsartan
711,40144020,21605007,RESPIRATORY SYSTEM,21603248,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,21603282,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS",21603255,Selective beta-2-adrenoreceptor agonists,21603288,fluticasone
712,19041065,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21603890,IMMUNOSUPPRESSANTS,21603891,IMMUNOSUPPRESSANTS,21603907,Tumor necrosis factor alpha (TNF-) inhibitors,21603913,golimumab
713,1308432,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21603848,IMMUNOSTIMULANTS,21603849,IMMUNOSTIMULANTS,21603850,Colony stimulating factors,21603853,sargramostim
714,40142665,,,,,,,,,,
715,1598819,21602359,GENITO URINARY SYSTEM AND SEX HORMONES,21602471,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,21602597,GONADOTROPINS AND OTHER OVULATION STIMULANTS,21602609,"Ovulation stimulants, synthetic",21602611,clomifene
716,1189490,21604180,NERVOUS SYSTEM,21604489,PSYCHOLEPTICS,21604606,HYPNOTICS AND SEDATIVES,21604629,Aldehydes and derivatives,21604633,dichloralphenazone
717,1189596,21604180,NERVOUS SYSTEM,21604253,ANALGESICS,21604254,OPIOIDS,21604255,Natural opium alkaloids,21604261,dihydrocodeine
718,1189458,21604180,NERVOUS SYSTEM,21604253,ANALGESICS,21604364,ANTIMIGRAINE PREPARATIONS,21604375,Selective serotonin (5HT1) agonists,21604382,frovatriptan
719,19037989,21604180,NERVOUS SYSTEM,21604685,PSYCHOANALEPTICS,21604686,ANTIDEPRESSANTS,21604687,Non-selective monoamine reuptake inhibitors,21604703,dosulepin
720,1188114,21605007,RESPIRATORY SYSTEM,21603444,ANTIHISTAMINES FOR SYSTEMIC USE,21603445,ANTIHISTAMINES FOR SYSTEMIC USE,21603458,Substituted alkylamines,21603460,dexchlorpheniramine
721,19054821,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21601387,ANTINEOPLASTIC AGENTS,21601421,ANTIMETABOLITES,21601427,Purine analogues,21601432,clofarabine
722,19053979,21605007,RESPIRATORY SYSTEM,21603248,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,21603249,"ADRENERGICS, INHALANTS",21603255,Selective beta-2-adrenoreceptor agonists,21603258,fenoterol
723,19052896,,,,,,,,,,
724,1350040,21605212,VARIOUS,21605227,ALL OTHER THERAPEUTIC PRODUCTS,21605228,ALL OTHER THERAPEUTIC PRODUCTS,21605268,Detoxifying agents for antineoplastic treatment,21605273,amifostine
725,1349025,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21601387,ANTINEOPLASTIC AGENTS,21603746,OTHER ANTINEOPLASTIC AGENTS,21603783,Other antineoplastic agents,21603792,estramustine
726,42873635,21600001,ALIMENTARY TRACT AND METABOLISM,21600679,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",21600680,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",21600681,Centrally acting antiobesity products,43534746,lorcaserin
727,42873636,21602359,GENITO URINARY SYSTEM AND SEX HORMONES,21602627,UROLOGICALS,21602628,UROLOGICALS,21602633,Drugs for urinary frequency and incontinence,43534790,mirabegron
728,40163718,21600959,BLOOD AND BLOOD FORMING ORGANS,21600960,ANTITHROMBOTIC AGENTS,21600961,ANTITHROMBOTIC AGENTS,21600985,Platelet aggregation inhibitors excl. heparin,21601004,prasugrel
729,40163710,,,,,,,,,,
730,42799711,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21601387,ANTINEOPLASTIC AGENTS,21603746,OTHER ANTINEOPLASTIC AGENTS,21603754,Monoclonal antibodies,21603759,gemtuzumab ozogamicin
731,42801287,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21601387,ANTINEOPLASTIC AGENTS,21603746,OTHER ANTINEOPLASTIC AGENTS,21603754,Monoclonal antibodies,43534806,pertuzumab
732,42873638,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21601387,ANTINEOPLASTIC AGENTS,21603746,OTHER ANTINEOPLASTIC AGENTS,21603783,Other antineoplastic agents,43534817,carfilzomib
733,19012925,21602359,GENITO URINARY SYSTEM AND SEX HORMONES,21602627,UROLOGICALS,21602666,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,21602667,Alpha-adrenoreceptor antagonists,21602671,silodosin
734,42899255,,,,,,,,,,
735,42873639,21605007,RESPIRATORY SYSTEM,21603248,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,21603282,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS",21603292,Anticholinergics,43534847,aclidinium bromide
736,1836241,21602795,ANTIINFECTIVES FOR SYSTEMIC USE,21602796,ANTIBACTERIALS FOR SYSTEMIC USE,21602818,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",21602858,Beta-lactamase inhibitors,21602859,sulbactam
737,1702911,21602795,ANTIINFECTIVES FOR SYSTEMIC USE,21602796,ANTIBACTERIALS FOR SYSTEMIC USE,21602968,"MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",21602969,Macrolides,21602983,telithromycin
738,1701928,21600001,ALIMENTARY TRACT AND METABOLISM,21600600,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",21600627,INTESTINAL ADSORBENTS,21600628,Charcoal preparations,21600629,medicinal charcoal
739,42709327,21600959,BLOOD AND BLOOD FORMING ORGANS,21601077,ANTIANEMIC PREPARATIONS,21601131,OTHER ANTIANEMIC PREPARATIONS,21601132,Other antianemic preparations,43534764,peginesatide
740,19012585,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21601387,ANTINEOPLASTIC AGENTS,21603746,OTHER ANTINEOPLASTIC AGENTS,21603783,Other antineoplastic agents,21603785,asparaginase
741,1139179,21603550,SENSORY ORGANS,21603551,OPHTHALMOLOGICALS,21603616,ANTIINFLAMMATORY AGENTS,21603638,"Antiinflammatory agents, non-steroids",21603649,bromfenac
742,19054936,21602795,ANTIINFECTIVES FOR SYSTEMIC USE,21602796,ANTIBACTERIALS FOR SYSTEMIC USE,21602818,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",21602852,Beta-lactamase resistant penicillins,21602857,flucloxacillin
743,1315027,,,,,,,,,,
744,923829,21600001,ALIMENTARY TRACT AND METABOLISM,21600600,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",21600642,ANTIPROPULSIVES,21600643,Antipropulsives,21600645,opium
745,924151,,,,,,,,,,
746,40241969,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21601387,ANTINEOPLASTIC AGENTS,21603746,OTHER ANTINEOPLASTIC AGENTS,21603754,Monoclonal antibodies,40253137,brentuximab vedotin
747,19000498,21604847,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",21604848,ANTIPROTOZOALS,21604886,ANTIMALARIALS,21604896,Methanolquinolines,21604898,mefloquine
748,1836948,21601907,DERMATOLOGICALS,21602054,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,21602797,TETRACYCLINES,21602056,Tetracycline and derivatives,21602805,tetracycline
749,1314865,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21601387,ANTINEOPLASTIC AGENTS,21601421,ANTIMETABOLITES,21601434,Pyrimidine analogues,21601441,azacitidine
750,40150387,21600959,BLOOD AND BLOOD FORMING ORGANS,21600800,VITAMINS,21600823,"VITAMIN B1, PLAIN AND IN COMBINATION WITH VITAMIN B6 AND B12",21600841,Other plain vitamin preparations,21600846,biotin
751,42706008,,,,,,,,,,
752,42705655,,,,,,,,,,
753,40161532,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21603890,IMMUNOSUPPRESSANTS,21603891,IMMUNOSUPPRESSANTS,21603914,Interleukin inhibitors,21603919,ustekinumab
754,42709318,,,,,,,,,,
755,1369939,21600959,BLOOD AND BLOOD FORMING ORGANS,21601032,ANTIHEMORRHAGICS,21601033,ANTIFIBRINOLYTICS,21601034,Amino acids,21601035,aminocaproic acid
756,40244464,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21601387,ANTINEOPLASTIC AGENTS,21603746,OTHER ANTINEOPLASTIC AGENTS,21603771,Protein kinase inhibitors,40253400,ruxolitinib
757,19012346,21600959,BLOOD AND BLOOD FORMING ORGANS,21601032,ANTIHEMORRHAGICS,21601043,VITAMIN K AND OTHER HEMOSTATICS,21601071,Other systemic hemostatics,21601076,eltrombopag
758,19012565,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21603890,IMMUNOSUPPRESSANTS,21603891,IMMUNOSUPPRESSANTS,21603892,Selective immunosuppressants,21603896,mycophenolic acid
759,42709322,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21601387,ANTINEOPLASTIC AGENTS,21603746,OTHER ANTINEOPLASTIC AGENTS,21603771,Protein kinase inhibitors,40253399,axitinib
760,1368671,21601237,CARDIOVASCULAR SYSTEM,21601238,CARDIAC THERAPY,21600279,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,21600306,Phosphodiesterase inhibitors,21600308,milrinone
761,42709321,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21601387,ANTINEOPLASTIC AGENTS,21603746,OTHER ANTINEOPLASTIC AGENTS,21603783,Other antineoplastic agents,43534815,vismodegib
762,1348407,21600001,ALIMENTARY TRACT AND METABOLISM,21600932,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,21600933,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,21600941,Enzymes,21600943,imiglucerase
763,1596779,21602359,GENITO URINARY SYSTEM AND SEX HORMONES,21602471,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,21602514,ESTROGENS,21602515,"Natural and semisynthetic estrogens, plain",21602523,conjugated estrogens
764,19051096,21604180,NERVOUS SYSTEM,21604489,PSYCHOLEPTICS,21604564,ANXIOLYTICS,21604565,Benzodiazepine derivatives,21604586,cloxazolam
765,40244266,,,,,,,,,,
766,739363,21600001,ALIMENTARY TRACT AND METABOLISM,21600679,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",21600680,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",21600681,Centrally acting antiobesity products,21600691,sibutramine
767,739323,21604180,NERVOUS SYSTEM,21604489,PSYCHOLEPTICS,21604490,ANTIPSYCHOTICS,21604515,Butyrophenone derivatives,21604523,droperidol
768,1378509,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21601387,ANTINEOPLASTIC AGENTS,21603746,OTHER ANTINEOPLASTIC AGENTS,21603783,Other antineoplastic agents,21603795,topotecan
769,1346686,21601237,CARDIOVASCULAR SYSTEM,21601782,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,21601822,"ANGIOTENSIN II ANTAGONISTS, PLAIN",21601823,"Angiotensin II antagonists, plain",21601825,eprosartan
770,19101604,,,,,,,,,,
771,976545,21600001,ALIMENTARY TRACT AND METABOLISM,21600857,MINERAL SUPPLEMENTS,21600875,POTASSIUM,21600876,Potassium,21600880,potassium hydrogencarbonate
772,1774470,21602795,ANTIINFECTIVES FOR SYSTEMIC USE,21602796,ANTIBACTERIALS FOR SYSTEMIC USE,21602868,OTHER BETA-LACTAM ANTIBACTERIALS,21602894,Third-generation cephalosporins,21602895,cefotaxime
773,1125765,,,,,,,,,,
774,1344992,21600959,BLOOD AND BLOOD FORMING ORGANS,21600960,ANTITHROMBOTIC AGENTS,21600961,ANTITHROMBOTIC AGENTS,21600985,Platelet aggregation inhibitors excl. heparin,21600996,iloprost
775,1344965,21601237,CARDIOVASCULAR SYSTEM,21600381,ANTIHYPERTENSIVES,21600382,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING",21600397,Imidazoline receptor agonists,21600399,guanfacine
776,19021959,21600001,ALIMENTARY TRACT AND METABOLISM,21600932,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,21600933,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,21600951,Various alimentary tract and metabolism products,21600958,sapropterin
777,1125443,21605007,RESPIRATORY SYSTEM,21603365,COUGH AND COLD PREPARATIONS,21603366,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",21603379,Mucolytics,21603392,dornase alfa (desoxyribonuclease)
778,1125449,,,,,,,,,,
779,19022131,,,,,,,,,,
780,1776684,21602795,ANTIINFECTIVES FOR SYSTEMIC USE,21602796,ANTIBACTERIALS FOR SYSTEMIC USE,21602868,OTHER BETA-LACTAM ANTIBACTERIALS,21602894,Third-generation cephalosporins,21602896,ceftazidime
781,1126128,21604180,NERVOUS SYSTEM,21604253,ANALGESICS,21604303,OTHER ANALGESICS AND ANTIPYRETICS,21604304,Salicylic acid and derivatives,21604315,diflunisal
782,1126557,21604180,NERVOUS SYSTEM,21604253,ANALGESICS,21604364,ANTIMIGRAINE PREPARATIONS,21604365,Ergot alkaloids,21604366,dihydroergotamine
783,1345858,21601237,CARDIOVASCULAR SYSTEM,21601664,BETA BLOCKING AGENTS,21601665,BETA BLOCKING AGENTS,21601666,"Beta blocking agents, non-selective",21601669,pindolol
784,977968,21600959,BLOOD AND BLOOD FORMING ORGANS,21600531,DRUGS FOR CONSTIPATION,21601167,IRRIGATING SOLUTIONS,21600583,Enemas,21600592,combinations
785,976778,21601907,DERMATOLOGICALS,21602323,OTHER DERMATOLOGICAL PREPARATIONS,21602324,OTHER DERMATOLOGICAL PREPARATIONS,21602341,Other dermatologicals,21602351,hydroquinone
786,19103699,21605212,VARIOUS,21605372,CONTRAST MEDIA,21605418,MAGNETIC RESONANCE IMAGING CONTRAST MEDIA,21605419,Paramagnetic contrast media,21605422,gadodiamide
787,19020124,21604180,NERVOUS SYSTEM,21604801,OTHER NERVOUS SYSTEM DRUGS,21604831,ANTIVERTIGO PREPARATIONS,21604832,Antivertigo preparations,21604833,betahistine
788,40223205,21604180,NERVOUS SYSTEM,21604253,ANALGESICS,21604303,OTHER ANALGESICS AND ANTIPYRETICS,21604296,Other opioids,21604344,paracetamol
789,1511449,21602359,GENITO URINARY SYSTEM AND SEX HORMONES,21602471,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,21602618,OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,21602619,Antigonadotropins and similar agents,21602620,danazol
790,40009527,21604180,NERVOUS SYSTEM,21604685,PSYCHOANALEPTICS,21604752,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",21604753,Centrally acting sympathomimetics,21604755,dexamfetamine
791,40010561,21601237,CARDIOVASCULAR SYSTEM,21601461,DIURETICS,21601665,BETA BLOCKING AGENTS,21601682,"Beta blocking agents, selective",21601493,chlortalidone
792,40006795,,,,,,,,,,
793,40007380,21601237,CARDIOVASCULAR SYSTEM,21601461,DIURETICS,21601462,"LOW-CEILING DIURETICS, THIAZIDES",21601463,"Thiazides, plain",21601539,amiloride
794,40008942,21601237,CARDIOVASCULAR SYSTEM,21601744,CALCIUM CHANNEL BLOCKERS,21601783,"ACE INHIBITORS, PLAIN",21601784,"ACE inhibitors, plain",21601747,amlodipine
795,40007851,21600001,ALIMENTARY TRACT AND METABOLISM,21600046,DRUGS FOR ACID RELATED DISORDERS,21600047,ANTACIDS,21600055,Aluminium compounds,21600056,aluminium hydroxide
796,704984,21604180,NERVOUS SYSTEM,21604489,PSYCHOLEPTICS,21604490,ANTIPSYCHOTICS,21604499,Phenothiazines with piperazine structure,21604505,trifluoperazine
797,1558471,21604180,NERVOUS SYSTEM,21602429,OTHER GYNECOLOGICALS,21602452,OTHER GYNECOLOGICALS,21602457,Prolactine inhibitors,21602460,cabergoline
798,1105775,21605007,RESPIRATORY SYSTEM,21603248,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,21603327,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,21603328,Xanthines,21603333,aminophylline
799,40004012,21604180,NERVOUS SYSTEM,21604685,PSYCHOANALEPTICS,21604303,OTHER ANALGESICS AND ANTIPYRETICS,21604765,Xanthine derivatives,21604766,caffeine
800,19100761,21603931,MUSCULO-SKELETAL SYSTEM,21604034,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,21604035,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,21604036,"Antiinflammatory preparations, non-steroids for topical use",21604044,felbinac
801,19100431,21604180,NERVOUS SYSTEM,21604489,PSYCHOLEPTICS,21604490,ANTIPSYCHOTICS,21604547,Benzamides,21604549,sultopride
802,711714,21603931,MUSCULO-SKELETAL SYSTEM,21604069,MUSCLE RELAXANTS,21604125,"MUSCLE RELAXANTS, DIRECTLY ACTING AGENTS",21604126,Dantrolene and derivatives,21604127,dantrolene
803,19106287,,,,,,,,,,
804,19011130,,,,,,,,,,
805,19011331,,,,,,,,,,
806,19019317,21600001,ALIMENTARY TRACT AND METABOLISM,21600800,VITAMINS,21600840,OTHER PLAIN VITAMIN PREPARATIONS,21600841,Other plain vitamin preparations,21600852,pantethine
807,19011355,21603931,MUSCULO-SKELETAL SYSTEM,21603932,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,21603933,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",21603991,Coxibs,21603996,etoricoxib
808,19019620,21600001,ALIMENTARY TRACT AND METABOLISM,21600002,STOMATOLOGICAL PREPARATIONS,21600003,STOMATOLOGICAL PREPARATIONS,21600038,Other agents for local oral treatment,21600040,benzydamine
809,19008264,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21601387,ANTINEOPLASTIC AGENTS,21601445,PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS,21601446,Vinca alkaloids and analogues,21601447,vinblastine
810,19011035,21602359,GENITO URINARY SYSTEM AND SEX HORMONES,21602360,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,21602361,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",21602384,Organic acids,21602385,lactic acid
811,19011034,,,,,,,,,,
812,19011093,,,,,,,,,,
813,1152631,21605007,RESPIRATORY SYSTEM,21600600,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",21600651,INTESTINAL ANTIINFLAMMATORY AGENTS,21603297,"Antiallergic agents, excl. corticosteroids",21605085,cromoglicic acid
814,1133732,21604180,NERVOUS SYSTEM,21604253,ANALGESICS,21604254,OPIOIDS,21604288,Morphinan derivatives,21604289,butorphanol
815,756018,21604180,NERVOUS SYSTEM,21604489,PSYCHOLEPTICS,21604490,ANTIPSYCHOTICS,21604499,Phenothiazines with piperazine structure,21604501,fluphenazine
816,756349,21604180,NERVOUS SYSTEM,21604489,PSYCHOLEPTICS,21604606,HYPNOTICS AND SEDATIVES,21604635,Benzodiazepine derivatives,21604636,flurazepam
817,19011097,,,,,,,,,,
818,986117,21605007,RESPIRATORY SYSTEM,21603444,ANTIHISTAMINES FOR SYSTEMIC USE,21603445,ANTIHISTAMINES FOR SYSTEMIC USE,21603503,Other antihistamines for systemic use,21603517,ketotifen
819,19006410,21600001,ALIMENTARY TRACT AND METABOLISM,21600509,BILE AND LIVER THERAPY,21600521,"LIVER THERAPY, LIPOTROPICS",21600522,Liver therapy,21600523,arginine glutamate
820,19032407,21600959,BLOOD AND BLOOD FORMING ORGANS,21601032,ANTIHEMORRHAGICS,21601043,VITAMIN K AND OTHER HEMOSTATICS,21601071,Other systemic hemostatics,21601075,romiplostim
821,1387426,,,,,,,,,,
822,19007737,21604180,NERVOUS SYSTEM,21604685,PSYCHOANALEPTICS,21604686,ANTIDEPRESSANTS,21604729,Other antidepressants,21604732,mianserin
823,1390051,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21601387,ANTINEOPLASTIC AGENTS,21601388,ALKYLATING AGENTS,21601389,Nitrogen mustard analogues,21601391,chlorambucil
824,950183,21600001,ALIMENTARY TRACT AND METABOLISM,21600697,"DIGESTIVES, INCL. ENZYMES",21600698,"DIGESTIVES, INCL. ENZYMES",21600699,Enzyme preparations,21600703,tilactase
825,1389885,21601237,CARDIOVASCULAR SYSTEM,21601238,CARDIAC THERAPY,21600360,OTHER CARDIAC PREPARATIONS,21600363,Other cardiac preparations,21600370,ubidecarenone
826,948555,21600001,ALIMENTARY TRACT AND METABOLISM,21600127,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,21600128,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,21600169,Serotonin receptor antagonists,21600170,alosetron
827,1389036,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21601387,ANTINEOPLASTIC AGENTS,21603728,CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES,21603741,Other cytotoxic antibiotics,21603744,mitomycin
828,1389780,,,,,,,,,,
829,950098,,,,,,,,,,
830,949279,,,,,,,,,,
831,948490,,,,,,,,,,
832,40224095,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21603848,IMMUNOSTIMULANTS,21603849,IMMUNOSTIMULANTS,21603874,Other immunostimulants,40253756,sipuleucel-T
833,1391889,21604180,NERVOUS SYSTEM,21604685,PSYCHOANALEPTICS,21604792,ANTI-DEMENTIA DRUGS,21604798,Other anti-dementia drugs,21604800,Ginkgo folium
834,1391307,21602359,GENITO URINARY SYSTEM AND SEX HORMONES,21602627,UROLOGICALS,21602666,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,21602677,Other drugs used in benign prostatic hypertrophy,21602679,Sabalis serrulatae fructus
835,724394,21603931,MUSCULO-SKELETAL SYSTEM,21604069,MUSCLE RELAXANTS,21604444,ANTICHOLINERGIC AGENTS,21604111,"Ethers, chemically close to antihistamines",21604112,orphenadrine (citrate)
836,19011021,21601237,CARDIOVASCULAR SYSTEM,21600381,ANTIHYPERTENSIVES,21600382,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING",21600397,Imidazoline receptor agonists,21600401,moxonidine
837,40238188,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21601387,ANTINEOPLASTIC AGENTS,21603746,OTHER ANTINEOPLASTIC AGENTS,21603754,Monoclonal antibodies,40253136,ipilimumab
838,40234834,21604180,NERVOUS SYSTEM,21604685,PSYCHOANALEPTICS,21604686,ANTIDEPRESSANTS,21604729,Other antidepressants,40252222,vilazodone
839,1309799,21601237,CARDIOVASCULAR SYSTEM,21601461,DIURETICS,21601532,POTASSIUM-SPARING AGENTS,21601533,Aldosterone antagonists,21601537,eplerenone
840,40054620,21601237,CARDIOVASCULAR SYSTEM,21601853,LIPID MODIFYING AGENTS,21601854,"LIPID MODIFYING AGENTS, PLAIN",21601888,Other lipid modifying agents,21601896,ezetimibe
841,955252,21601907,DERMATOLOGICALS,21602098,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",21602099,"CORTICOSTEROIDS, PLAIN",21602119,"Corticosteroids, potent (group III)",21602127,fluocinonide
842,1309770,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21603848,IMMUNOSTIMULANTS,21603849,IMMUNOSTIMULANTS,21603871,Interleukins,21603872,aldesleukin
843,1137460,21604180,NERVOUS SYSTEM,21604253,ANALGESICS,21604303,OTHER ANALGESICS AND ANTIPYRETICS,21604304,Salicylic acid and derivatives,21604310,salsalate
844,40238052,21601386,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,21601387,ANTINEOPLASTIC AGENTS,21603746,OTHER ANTINEOPLASTIC AGENTS,21603771,Protein kinase inhibitors,40253394,vandetanib
845,40051161,21602795,ANTIINFECTIVES FOR SYSTEMIC USE,21603126,ANTIVIRALS FOR SYSTEMIC USE,21603127,DIRECT ACTING ANTIVIRALS,21603180,"Antivirals for treatment of HIV infections, combinations",21603160,zidovudine
846,954819,21604180,NERVOUS SYSTEM,21604801,OTHER NERVOUS SYSTEM DRUGS,21604802,PARASYMPATHOMIMETICS,21604812,Other parasympathomimetics,21604815,cevimeline
847,981774,21601907,DERMATOLOGICALS,21602281,ANTI-ACNE PREPARATIONS,21602282,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,21602292,Retinoids for topical use in acne,21602295,adapalene
848,40045119,21601237,CARDIOVASCULAR SYSTEM,21601461,DIURETICS,21601822,"ANGIOTENSIN II ANTAGONISTS, PLAIN",21601823,"Angiotensin II antagonists, plain",21601466,hydrochlorothiazide
849,40234201,21600001,ALIMENTARY TRACT AND METABOLISM,21600127,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,21600190,"BELLADONNA AND DERIVATIVES, PLAIN",21600195,"Belladonna alkaloids, semisynthetic, quaternary ammonium compounds",21600196,butylscopolamine
850,1769535,21602795,ANTIINFECTIVES FOR SYSTEMIC USE,21602796,ANTIBACTERIALS FOR SYSTEMIC USE,21602868,OTHER BETA-LACTAM ANTIBACTERIALS,21602869,First-generation cephalosporins,21602874,cefadroxil
851,40236897,21605007,RESPIRATORY SYSTEM,21603248,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,21603327,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,21603358,Other systemic drugs for obstructive airway diseases,21603364,roflumilast
852,19097463,21605212,VARIOUS,21605372,CONTRAST MEDIA,21605418,MAGNETIC RESONANCE IMAGING CONTRAST MEDIA,21605419,Paramagnetic contrast media,21605423,gadoteridol
853,19095467,21604180,NERVOUS SYSTEM,21604489,PSYCHOLEPTICS,21604564,ANXIOLYTICS,21604565,Benzodiazepine derivatives,21604583,ethyl loflazepate
